Invoice_id,Cust_id,Year,Product,Product,Sales
16963,245,2016,3,sports items,535
16964,247,2015,3,sports items,343
16965,149,2014,3,sports items,874
16966,169,2017,2,digital,340
16967,105,2014,4,home appliances,812
16968,92,2015,4,home appliances,759
16969,248,2015,1,electronics,57
16970,89,2017,1,electronics,797
16971,74,2014,3,sports items,935
16972,76,2016,2,digital,350
16973,240,2017,1,electronics,874
16974,46,2017,3,sports items,104
16975,247,2019,4,home appliances,418
16976,85,2015,2,digital,102
16977,163,2014,3,sports items,306
16978,160,2019,4,home appliances,228
16979,155,2015,4,home appliances,805
16980,156,2017,4,home appliances,488
16981,11,2015,4,home appliances,833
16982,18,2018,1,electronics,612
16983,153,2017,2,digital,390
16984,180,2016,4,home appliances,259
16985,99,2015,1,electronics,664
16986,24,2014,1,electronics,719
16987,213,2014,2,digital,450
16988,59,2017,2,digital,523
16989,54,2018,3,sports items,360
16990,83,2015,4,home appliances,468
16991,160,2019,1,electronics,712
16992,158,2014,3,sports items,716
16993,204,2015,4,home appliances,245
16994,242,2016,3,sports items,66
16995,57,2019,3,sports items,773
16996,228,2018,4,home appliances,402
16997,243,2015,1,electronics,146
16998,119,2017,4,home appliances,937
16999,129,2017,1,electronics,513
17000,139,2018,1,electronics,772
17001,220,2015,1,electronics,361
17002,127,2019,4,home appliances,80
17003,2,2019,1,electronics,681
17004,171,2019,4,home appliances,280
17005,187,2014,4,home appliances,248
17006,167,2015,4,home appliances,171
17007,81,2019,3,sports items,526
17008,142,2019,3,sports items,327
17009,28,2014,2,digital,758
17010,186,2014,3,sports items,182
17011,114,2016,3,sports items,742
17012,163,2019,4,home appliances,314
17013,12,2014,2,digital,442
17014,86,2017,1,electronics,450
17015,204,2018,3,sports items,826
17016,228,2015,3,sports items,349
17017,64,2019,4,home appliances,606
17018,177,2016,1,electronics,123
17019,47,2017,4,home appliances,650
17020,92,2019,3,sports items,270
17021,204,2016,4,home appliances,705
17022,46,2018,2,digital,716
17023,48,2017,3,sports items,251
17024,222,2015,4,home appliances,891
17025,101,2014,3,sports items,744
17026,96,2015,4,home appliances,325
17027,241,2018,1,electronics,381
17028,95,2018,2,digital,432
17029,226,2019,1,electronics,365
17030,192,2019,1,electronics,528
17031,177,2014,1,electronics,158
17032,170,2018,1,electronics,478
17033,44,2016,2,digital,654
17034,157,2018,3,sports items,310
17035,205,2015,1,electronics,831
17036,95,2018,2,digital,468
17037,166,2019,2,digital,269
17038,194,2014,2,digital,832
17039,164,2016,3,sports items,384
17040,12,2017,4,home appliances,343
17041,241,2016,3,sports items,913
17042,6,2017,4,home appliances,915
17043,214,2015,4,home appliances,168
17044,105,2014,3,sports items,712
17045,114,2014,3,sports items,903
17046,60,2014,4,home appliances,856
17047,91,2015,1,electronics,616
17048,43,2016,3,sports items,477
17049,90,2016,3,sports items,378
17050,72,2018,3,sports items,526
17051,85,2016,4,home appliances,776
17052,73,2015,3,sports items,666
17053,136,2015,2,digital,916
17054,206,2015,4,home appliances,366
17055,241,2015,4,home appliances,468
17056,29,2018,2,digital,118
17057,30,2019,3,sports items,204
17058,54,2017,2,digital,328
17059,232,2016,3,sports items,182
17060,6,2014,4,home appliances,663
17061,54,2014,4,home appliances,306
17062,225,2014,2,digital,254
17063,208,2019,4,home appliances,874
17064,174,2016,2,digital,50
17065,21,2016,3,sports items,756
17066,81,2014,2,digital,500
17067,58,2018,4,home appliances,383
17068,8,2015,4,home appliances,363
17069,120,2016,1,electronics,809
17070,208,2019,4,home appliances,131
17071,140,2019,4,home appliances,715
17072,194,2018,3,sports items,850
17073,195,2016,2,digital,881
17074,122,2015,1,electronics,466
17075,174,2015,2,digital,202
17076,28,2019,3,sports items,379
17077,100,2015,3,sports items,823
17078,74,2018,4,home appliances,935
17079,203,2016,3,sports items,67
17080,57,2015,3,sports items,344
17081,113,2015,4,home appliances,928
17082,119,2018,2,digital,139
17083,182,2014,1,electronics,236
17084,45,2017,4,home appliances,315
17085,239,2017,4,home appliances,594
17086,206,2019,4,home appliances,612
17087,80,2016,4,home appliances,593
17088,231,2019,1,electronics,76
17089,200,2016,1,electronics,572
17090,62,2018,2,digital,935
17091,85,2018,3,sports items,890
17092,3,2019,1,electronics,748
17093,105,2014,1,electronics,747
17094,122,2014,2,digital,906
17095,117,2016,2,digital,287
17096,198,2019,2,digital,296
17097,46,2016,4,home appliances,73
17098,148,2016,2,digital,917
17099,217,2017,2,digital,500
17100,18,2014,2,digital,548
17101,83,2016,3,sports items,227
17102,17,2017,2,digital,314
17103,216,2016,1,electronics,124
17104,11,2017,1,electronics,143
17105,249,2017,2,digital,140
17106,10,2014,2,digital,798
17107,137,2015,1,electronics,802
17108,76,2014,1,electronics,301
17109,165,2015,4,home appliances,679
17110,10,2017,3,sports items,205
17111,152,2019,4,home appliances,778
17112,132,2016,2,digital,282
17113,93,2015,1,electronics,241
17114,175,2018,3,sports items,461
17115,34,2019,2,digital,294
17116,62,2017,2,digital,438
17117,24,2016,4,home appliances,700
17118,68,2019,4,home appliances,199
17119,158,2017,3,sports items,646
17120,248,2017,2,digital,58
17121,16,2019,1,electronics,917
17122,225,2015,2,digital,622
17123,39,2015,3,sports items,72
17124,228,2014,4,home appliances,240
17125,4,2018,4,home appliances,458
17126,94,2019,3,sports items,393
17127,55,2018,4,home appliances,435
17128,208,2014,2,digital,539
17129,114,2016,2,digital,533
17130,13,2014,3,sports items,130
17131,241,2015,1,electronics,314
17132,42,2017,3,sports items,608
17133,112,2018,2,digital,520
17134,126,2018,2,digital,209
17135,160,2015,3,sports items,142
17136,71,2018,3,sports items,155
17137,132,2015,4,home appliances,619
17138,111,2018,3,sports items,570
17139,213,2015,4,home appliances,220
17140,58,2018,1,electronics,315
17141,244,2019,2,digital,893
17142,240,2015,4,home appliances,180
17143,124,2015,2,digital,559
17144,58,2019,1,electronics,126
17145,238,2016,4,home appliances,478
17146,140,2019,3,sports items,756
17147,141,2015,4,home appliances,918
17148,241,2018,2,digital,741
17149,215,2017,4,home appliances,917
17150,211,2019,2,digital,172
17151,177,2017,3,sports items,622
17152,104,2019,2,digital,69
17153,189,2019,1,electronics,305
17154,216,2016,1,electronics,146
17155,120,2014,2,digital,124
17156,181,2017,3,sports items,632
17157,7,2018,1,electronics,369
17158,139,2019,4,home appliances,519
17159,90,2019,4,home appliances,453
17160,175,2019,1,electronics,874
17161,243,2018,2,digital,214
17162,249,2015,3,sports items,99
17163,189,2018,3,sports items,306
17164,179,2014,4,home appliances,569
17165,126,2017,3,sports items,416
17166,168,2019,4,home appliances,793
17167,214,2019,4,home appliances,801
17168,5,2017,1,electronics,505
17169,126,2018,3,sports items,633
17170,6,2017,3,sports items,633
17171,138,2018,3,sports items,399
17172,59,2016,4,home appliances,275
17173,78,2019,3,sports items,636
17174,139,2015,1,electronics,139
17175,77,2015,1,electronics,798
17176,73,2016,4,home appliances,384
17177,190,2016,2,digital,96
17178,19,2015,3,sports items,253
17179,53,2018,2,digital,673
17180,71,2015,2,digital,560
17181,188,2015,1,electronics,524
17182,192,2015,1,electronics,508
17183,41,2014,2,digital,913
17184,178,2014,2,digital,468
17185,43,2018,4,home appliances,620
17186,157,2017,3,sports items,660
17187,76,2016,3,sports items,726
17188,48,2016,2,digital,173
17189,226,2017,4,home appliances,948
17190,239,2015,1,electronics,595
17191,242,2017,1,electronics,440
17192,201,2018,1,electronics,169
17193,153,2016,3,sports items,178
17194,153,2014,4,home appliances,897
17195,136,2016,3,sports items,785
17196,63,2018,3,sports items,471
17197,243,2014,3,sports items,771
17198,156,2018,4,home appliances,695
17199,100,2015,2,digital,229
17200,160,2019,1,electronics,644
17201,209,2019,4,home appliances,605
17202,114,2019,2,digital,375
17203,200,2014,1,electronics,631
17204,64,2014,2,digital,378
17205,172,2015,3,sports items,447
17206,70,2017,4,home appliances,586
17207,127,2018,2,digital,548
17208,33,2019,3,sports items,755
17209,183,2015,2,digital,897
17210,120,2018,4,home appliances,647
17211,238,2019,2,digital,91
17212,54,2015,2,digital,484
17213,30,2018,1,electronics,935
17214,58,2017,4,home appliances,666
17215,212,2018,4,home appliances,795
17216,67,2016,3,sports items,731
17217,50,2017,4,home appliances,847
17218,161,2014,4,home appliances,158
17219,190,2015,3,sports items,146
17220,18,2019,1,electronics,309
17221,207,2017,1,electronics,520
17222,165,2019,2,digital,378
17223,245,2018,1,electronics,914
17224,90,2018,4,home appliances,711
17225,43,2017,4,home appliances,261
17226,148,2016,2,digital,907
17227,14,2016,2,digital,462
17228,89,2019,1,electronics,803
17229,51,2016,2,digital,409
17230,48,2016,4,home appliances,202
17231,185,2016,1,electronics,640
17232,109,2017,4,home appliances,298
17233,135,2016,2,digital,792
17234,134,2014,1,electronics,109
17235,152,2017,1,electronics,694
17236,34,2014,1,electronics,166
17237,145,2019,3,sports items,440
17238,60,2019,1,electronics,448
17239,76,2015,1,electronics,357
17240,186,2017,1,electronics,478
17241,104,2018,4,home appliances,670
17242,68,2018,4,home appliances,927
17243,186,2018,4,home appliances,810
17244,43,2018,3,sports items,640
17245,177,2017,2,digital,912
17246,166,2018,1,electronics,446
17247,179,2014,2,digital,100
17248,250,2017,1,electronics,703
17249,153,2017,1,electronics,319
17250,18,2019,4,home appliances,610
17251,180,2017,4,home appliances,910
17252,182,2019,2,digital,281
17253,94,2015,2,digital,371
17254,194,2014,4,home appliances,817
17255,30,2018,3,sports items,824
17256,46,2017,2,digital,354
17257,163,2016,4,home appliances,443
17258,55,2014,4,home appliances,590
17259,205,2014,3,sports items,225
17260,13,2015,4,home appliances,550
17261,98,2018,3,sports items,361
17262,171,2015,2,digital,74
17263,121,2017,3,sports items,913
17264,250,2018,4,home appliances,555
17265,40,2019,2,digital,518
17266,1,2019,1,electronics,237
17267,156,2016,1,electronics,284
17268,165,2015,1,electronics,499
17269,211,2019,4,home appliances,231
17270,249,2016,2,digital,604
17271,68,2015,1,electronics,896
17272,30,2019,1,electronics,887
17273,216,2016,1,electronics,303
17274,200,2015,1,electronics,450
17275,229,2018,1,electronics,285
17276,194,2014,3,sports items,319
17277,136,2018,2,digital,376
17278,108,2018,4,home appliances,655
17279,40,2016,3,sports items,475
17280,23,2018,4,home appliances,210
17281,108,2014,3,sports items,267
17282,199,2019,1,electronics,371
17283,6,2016,2,digital,85
17284,191,2016,2,digital,813
17285,202,2017,3,sports items,897
17286,236,2015,4,home appliances,835
17287,141,2018,4,home appliances,108
17288,53,2019,3,sports items,631
17289,128,2016,2,digital,780
17290,65,2018,1,electronics,313
17291,205,2014,2,digital,659
17292,16,2018,1,electronics,589
17293,37,2015,1,electronics,353
17294,86,2014,3,sports items,604
17295,73,2018,3,sports items,740
17296,44,2015,4,home appliances,405
17297,207,2018,1,electronics,286
17298,187,2016,2,digital,189
17299,228,2016,2,digital,511
17300,195,2014,3,sports items,604
17301,136,2015,3,sports items,835
17302,73,2017,1,electronics,515
17303,156,2016,4,home appliances,361
17304,107,2015,3,sports items,446
17305,131,2017,2,digital,739
17306,130,2016,4,home appliances,459
17307,129,2015,3,sports items,503
17308,82,2017,1,electronics,291
17309,103,2015,4,home appliances,242
17310,77,2015,3,sports items,498
17311,119,2018,4,home appliances,930
17312,164,2018,2,digital,806
17313,7,2017,2,digital,473
17314,166,2019,1,electronics,340
17315,78,2016,4,home appliances,149
17316,233,2015,2,digital,250
17317,202,2017,3,sports items,487
17318,144,2014,4,home appliances,526
17319,71,2016,3,sports items,161
17320,216,2016,1,electronics,747
17321,230,2016,3,sports items,285
17322,80,2015,3,sports items,350
17323,14,2018,4,home appliances,577
17324,62,2019,4,home appliances,467
17325,66,2018,4,home appliances,481
17326,172,2016,4,home appliances,137
17327,104,2017,2,digital,775
17328,55,2017,3,sports items,519
17329,115,2019,3,sports items,338
17330,158,2019,3,sports items,304
17331,10,2018,2,digital,810
17332,148,2015,2,digital,698
17333,106,2016,1,electronics,872
17334,239,2016,4,home appliances,405
17335,190,2017,2,digital,474
17336,104,2014,3,sports items,334
17337,194,2014,2,digital,727
17338,27,2017,1,electronics,621
17339,60,2014,2,digital,744
17340,13,2017,1,electronics,887
17341,65,2015,1,electronics,775
17342,87,2015,1,electronics,86
17343,11,2014,4,home appliances,136
17344,127,2018,1,electronics,163
17345,242,2015,3,sports items,306
17346,182,2018,3,sports items,91
17347,90,2016,3,sports items,97
17348,169,2019,4,home appliances,762
17349,215,2017,1,electronics,938
17350,74,2015,4,home appliances,250
17351,11,2014,3,sports items,764
17352,244,2019,1,electronics,766
17353,100,2018,2,digital,183
17354,235,2018,2,digital,364
17355,137,2016,2,digital,211
17356,122,2016,4,home appliances,876
17357,160,2014,2,digital,460
17358,130,2016,3,sports items,327
17359,174,2017,4,home appliances,855
17360,65,2017,2,digital,140
17361,217,2016,3,sports items,112
17362,110,2016,1,electronics,321
17363,179,2017,2,digital,626
17364,63,2018,3,sports items,617
17365,63,2017,2,digital,858
17366,76,2019,1,electronics,480
17367,18,2014,4,home appliances,331
17368,216,2014,2,digital,305
17369,42,2017,1,electronics,247
17370,80,2017,2,digital,700
17371,72,2016,3,sports items,161
17372,83,2017,2,digital,571
17373,195,2018,1,electronics,342
17374,247,2017,1,electronics,940
17375,125,2014,4,home appliances,816
17376,162,2016,2,digital,548
17377,184,2015,1,electronics,557
17378,123,2017,3,sports items,410
17379,211,2019,1,electronics,293
17380,13,2015,3,sports items,293
17381,237,2014,4,home appliances,142
17382,134,2019,2,digital,525
17383,192,2014,1,electronics,252
17384,187,2016,4,home appliances,901
17385,240,2019,4,home appliances,228
17386,96,2016,2,digital,631
17387,108,2016,1,electronics,908
17388,87,2017,1,electronics,67
17389,204,2019,3,sports items,409
17390,80,2018,2,digital,518
17391,35,2014,3,sports items,657
17392,104,2014,4,home appliances,98
17393,12,2019,2,digital,229
17394,198,2014,4,home appliances,558
17395,198,2014,3,sports items,662
17396,2,2018,1,electronics,913
17397,41,2014,1,electronics,278
17398,233,2017,1,electronics,563
17399,204,2017,3,sports items,694
17400,91,2018,2,digital,849
17401,18,2015,4,home appliances,383
17402,214,2017,4,home appliances,388
17403,190,2015,3,sports items,648
17404,146,2017,2,digital,360
17405,238,2016,3,sports items,265
17406,234,2016,1,electronics,835
17407,136,2018,3,sports items,756
17408,87,2014,1,electronics,132
17409,99,2016,4,home appliances,468
17410,78,2017,2,digital,765
17411,59,2016,2,digital,286
17412,205,2018,1,electronics,150
17413,222,2019,4,home appliances,930
17414,55,2019,1,electronics,706
17415,196,2016,1,electronics,410
17416,24,2017,4,home appliances,260
17417,29,2015,1,electronics,576
17418,154,2016,2,digital,407
17419,155,2018,1,electronics,504
17420,25,2016,1,electronics,720
17421,180,2019,3,sports items,426
17422,155,2019,3,sports items,754
17423,173,2019,4,home appliances,316
17424,133,2016,1,electronics,915
17425,202,2017,2,digital,425
17426,71,2019,4,home appliances,202
17427,83,2018,1,electronics,840
17428,240,2018,1,electronics,551
17429,152,2016,1,electronics,453
17430,80,2017,3,sports items,335
17431,179,2019,3,sports items,225
17432,108,2018,2,digital,311
17433,111,2019,2,digital,450
17434,69,2016,3,sports items,599
17435,140,2015,2,digital,211
17436,128,2019,4,home appliances,439
17437,156,2017,4,home appliances,599
17438,47,2015,1,electronics,892
17439,69,2014,4,home appliances,942
17440,185,2015,2,digital,614
17441,146,2016,2,digital,776
17442,17,2018,4,home appliances,285
17443,84,2016,3,sports items,310
17444,119,2017,2,digital,608
17445,81,2015,1,electronics,140
17446,121,2017,3,sports items,74
17447,40,2018,3,sports items,755
17448,61,2014,2,digital,609
17449,52,2018,3,sports items,945
17450,159,2019,1,electronics,149
17451,161,2015,3,sports items,819
17452,53,2018,4,home appliances,670
17453,224,2018,2,digital,260
17454,111,2017,3,sports items,824
17455,84,2016,1,electronics,209
17456,243,2018,1,electronics,412
17457,143,2017,4,home appliances,240
17458,10,2015,1,electronics,179
17459,91,2015,1,electronics,770
17460,135,2018,2,digital,418
17461,19,2018,1,electronics,332
17462,27,2014,1,electronics,147
17463,199,2018,4,home appliances,712
17464,172,2016,3,sports items,322
17465,211,2018,2,digital,274
17466,114,2015,4,home appliances,242
17467,67,2017,4,home appliances,591
17468,34,2016,4,home appliances,290
17469,195,2014,3,sports items,238
17470,82,2016,4,home appliances,444
17471,17,2014,3,sports items,423
17472,170,2017,3,sports items,467
17473,17,2015,3,sports items,368
17474,211,2016,2,digital,838
17475,160,2016,1,electronics,643
17476,27,2018,1,electronics,521
17477,79,2016,2,digital,898
17478,228,2016,2,digital,152
17479,228,2014,3,sports items,627
17480,191,2016,3,sports items,713
17481,145,2018,3,sports items,706
17482,229,2018,4,home appliances,442
17483,196,2017,1,electronics,759
17484,126,2016,1,electronics,823
17485,50,2015,1,electronics,75
17486,1,2018,4,home appliances,872
17487,106,2014,2,digital,694
17488,37,2018,1,electronics,111
17489,187,2015,2,digital,518
17490,190,2015,4,home appliances,512
17491,246,2017,4,home appliances,762
17492,111,2018,2,digital,544
17493,194,2018,1,electronics,858
17494,107,2018,3,sports items,302
17495,116,2017,1,electronics,80
17496,123,2018,4,home appliances,50
17497,3,2017,4,home appliances,100
17498,15,2014,1,electronics,692
17499,163,2018,3,sports items,502
17500,9,2019,1,electronics,716
17501,53,2016,3,sports items,859
17502,137,2014,2,digital,122
17503,102,2017,2,digital,584
17504,94,2018,3,sports items,690
17505,182,2015,2,digital,396
17506,143,2015,1,electronics,175
17507,8,2019,2,digital,412
17508,26,2019,4,home appliances,443
17509,140,2018,3,sports items,483
17510,153,2016,1,electronics,749
17511,82,2015,1,electronics,660
17512,166,2015,1,electronics,629
17513,90,2014,3,sports items,325
17514,66,2014,4,home appliances,673
17515,17,2014,3,sports items,393
17516,33,2019,1,electronics,662
17517,217,2017,2,digital,557
17518,95,2015,2,digital,816
17519,185,2014,4,home appliances,917
17520,229,2014,3,sports items,808
17521,143,2019,2,digital,169
17522,69,2018,3,sports items,805
17523,157,2019,1,electronics,447
17524,35,2019,1,electronics,247
17525,120,2016,1,electronics,822
17526,32,2017,1,electronics,354
17527,68,2015,1,electronics,198
17528,93,2019,4,home appliances,491
17529,167,2016,4,home appliances,343
17530,184,2017,4,home appliances,784
17531,33,2019,2,digital,471
17532,68,2016,3,sports items,505
17533,51,2019,2,digital,370
17534,221,2014,4,home appliances,337
17535,181,2017,2,digital,842
17536,3,2017,3,sports items,835
17537,104,2018,4,home appliances,735
17538,233,2014,2,digital,738
17539,108,2014,1,electronics,760
17540,69,2019,3,sports items,257
17541,40,2017,1,electronics,859
17542,57,2018,2,digital,745
17543,95,2017,3,sports items,887
17544,21,2014,3,sports items,691
17545,128,2015,4,home appliances,579
17546,81,2016,3,sports items,750
17547,36,2018,4,home appliances,346
17548,109,2017,1,electronics,897
17549,225,2019,4,home appliances,65
17550,107,2015,1,electronics,746
17551,244,2015,4,home appliances,123
17552,162,2017,3,sports items,285
17553,160,2014,3,sports items,779
17554,162,2019,3,sports items,911
17555,17,2015,1,electronics,306
17556,51,2019,1,electronics,514
17557,40,2018,4,home appliances,877
17558,188,2014,4,home appliances,603
17559,18,2016,4,home appliances,228
17560,25,2018,2,digital,805
17561,234,2017,4,home appliances,117
17562,72,2018,2,digital,112
17563,97,2016,1,electronics,239
17564,137,2019,3,sports items,109
17565,237,2018,3,sports items,783
17566,161,2018,4,home appliances,272
17567,18,2016,1,electronics,415
17568,169,2017,1,electronics,838
17569,50,2018,1,electronics,456
17570,3,2014,3,sports items,101
17571,62,2017,3,sports items,286
17572,36,2015,1,electronics,362
17573,185,2018,1,electronics,62
17574,181,2016,3,sports items,675
17575,230,2015,4,home appliances,386
17576,44,2018,2,digital,565
17577,211,2017,1,electronics,760
17578,84,2019,3,sports items,830
17579,69,2014,2,digital,939
17580,105,2015,4,home appliances,276
17581,46,2017,2,digital,57
17582,135,2014,4,home appliances,370
17583,51,2016,4,home appliances,819
17584,192,2018,1,electronics,514
17585,115,2017,3,sports items,725
17586,7,2016,2,digital,648
17587,177,2014,1,electronics,696
17588,62,2019,3,sports items,258
17589,5,2016,1,electronics,594
17590,190,2017,1,electronics,455
17591,36,2014,1,electronics,754
17592,70,2016,1,electronics,828
17593,194,2014,3,sports items,201
17594,42,2015,2,digital,551
17595,18,2015,1,electronics,201
17596,190,2014,2,digital,574
17597,71,2016,3,sports items,606
17598,222,2015,2,digital,631
17599,185,2018,2,digital,541
17600,99,2015,1,electronics,801
17601,12,2019,3,sports items,337
17602,136,2014,1,electronics,276
17603,28,2015,3,sports items,936
17604,124,2015,1,electronics,92
17605,145,2015,2,digital,688
17606,61,2018,3,sports items,807
17607,174,2019,3,sports items,181
17608,87,2018,3,sports items,577
17609,64,2019,3,sports items,888
17610,231,2017,4,home appliances,68
17611,96,2015,3,sports items,114
17612,131,2017,3,sports items,214
17613,226,2017,1,electronics,228
17614,86,2019,4,home appliances,156
17615,45,2015,2,digital,736
17616,144,2017,4,home appliances,600
17617,167,2017,4,home appliances,810
17618,50,2014,2,digital,121
17619,167,2015,4,home appliances,511
17620,31,2015,2,digital,892
17621,1,2017,3,sports items,133
17622,118,2018,3,sports items,427
17623,26,2018,3,sports items,417
17624,209,2017,3,sports items,779
17625,183,2015,3,sports items,604
17626,212,2018,2,digital,404
17627,250,2015,3,sports items,915
17628,46,2015,1,electronics,185
17629,83,2019,2,digital,944
17630,125,2016,2,digital,548
17631,79,2015,4,home appliances,401
17632,81,2015,1,electronics,830
17633,198,2019,1,electronics,656
17634,208,2018,4,home appliances,610
17635,113,2015,1,electronics,613
17636,212,2019,1,electronics,716
17637,22,2019,3,sports items,655
17638,195,2016,2,digital,490
17639,210,2015,2,digital,85
17640,168,2014,2,digital,687
17641,86,2018,3,sports items,63
17642,226,2016,3,sports items,119
17643,12,2016,1,electronics,551
17644,101,2017,1,electronics,128
17645,11,2014,2,digital,601
17646,201,2014,3,sports items,896
17647,191,2017,2,digital,176
17648,227,2015,3,sports items,291
17649,131,2017,3,sports items,816
17650,163,2016,2,digital,560
17651,61,2016,2,digital,741
17652,230,2014,3,sports items,873
17653,230,2017,2,digital,170
17654,207,2016,2,digital,950
17655,53,2018,2,digital,783
17656,218,2014,4,home appliances,532
17657,137,2018,4,home appliances,415
17658,3,2014,1,electronics,380
17659,206,2018,2,digital,284
17660,116,2018,3,sports items,557
17661,57,2015,1,electronics,231
17662,145,2018,3,sports items,265
17663,217,2017,2,digital,419
17664,168,2018,2,digital,282
17665,236,2015,2,digital,91
17666,23,2014,2,digital,543
17667,196,2017,1,electronics,739
17668,192,2018,3,sports items,278
17669,107,2017,1,electronics,392
17670,141,2018,2,digital,735
17671,46,2018,3,sports items,742
17672,43,2016,3,sports items,396
17673,66,2018,1,electronics,819
17674,105,2014,4,home appliances,738
17675,12,2018,3,sports items,871
17676,134,2019,3,sports items,804
17677,225,2018,1,electronics,704
17678,61,2019,3,sports items,565
17679,236,2015,1,electronics,143
17680,12,2018,2,digital,237
17681,64,2019,1,electronics,247
17682,56,2018,3,sports items,522
17683,133,2018,1,electronics,171
17684,246,2017,3,sports items,219
17685,57,2015,4,home appliances,118
17686,106,2019,3,sports items,89
17687,172,2018,3,sports items,336
17688,232,2018,4,home appliances,943
17689,163,2015,4,home appliances,253
17690,73,2015,4,home appliances,351
17691,97,2014,3,sports items,399
17692,184,2017,4,home appliances,442
17693,196,2019,3,sports items,464
17694,152,2015,2,digital,375
17695,196,2014,1,electronics,443
17696,169,2019,3,sports items,245
17697,75,2018,4,home appliances,562
17698,116,2018,2,digital,378
17699,111,2018,3,sports items,669
17700,134,2017,1,electronics,221
17701,18,2019,3,sports items,542
17702,68,2014,2,digital,888
17703,59,2019,2,digital,636
17704,158,2019,1,electronics,717
17705,171,2018,1,electronics,355
17706,60,2016,2,digital,105
17707,196,2016,1,electronics,806
17708,190,2015,2,digital,625
17709,101,2017,2,digital,87
17710,42,2019,4,home appliances,592
17711,44,2015,1,electronics,920
17712,228,2019,2,digital,231
17713,76,2017,4,home appliances,693
17714,53,2017,1,electronics,515
17715,69,2019,4,home appliances,937
17716,102,2015,1,electronics,296
17717,96,2015,4,home appliances,632
17718,210,2018,4,home appliances,940
17719,170,2014,3,sports items,720
17720,216,2017,2,digital,328
17721,230,2015,4,home appliances,78
17722,220,2018,1,electronics,140
17723,243,2015,3,sports items,518
17724,64,2017,2,digital,70
17725,22,2016,3,sports items,773
17726,35,2015,3,sports items,800
17727,107,2018,1,electronics,871
17728,145,2014,4,home appliances,501
17729,209,2017,3,sports items,93
17730,41,2019,1,electronics,843
17731,189,2015,2,digital,772
17732,6,2016,1,electronics,824
17733,100,2015,3,sports items,644
17734,92,2018,2,digital,933
17735,23,2019,1,electronics,723
17736,126,2015,4,home appliances,284
17737,128,2017,2,digital,83
17738,69,2017,4,home appliances,370
17739,124,2016,1,electronics,272
17740,112,2018,4,home appliances,513
17741,141,2015,1,electronics,842
17742,139,2015,4,home appliances,846
17743,13,2018,1,electronics,336
17744,146,2019,2,digital,633
17745,6,2018,1,electronics,364
17746,36,2017,4,home appliances,568
17747,247,2018,2,digital,411
17748,221,2016,2,digital,613
17749,122,2018,1,electronics,265
17750,188,2014,3,sports items,837
17751,223,2016,3,sports items,596
17752,50,2015,4,home appliances,503
17753,75,2017,4,home appliances,768
17754,155,2017,4,home appliances,198
17755,211,2015,2,digital,841
17756,56,2017,1,electronics,533
17757,39,2016,3,sports items,534
17758,74,2015,3,sports items,428
17759,230,2019,2,digital,56
17760,86,2019,2,digital,456
17761,20,2016,3,sports items,363
17762,209,2015,3,sports items,85
17763,210,2015,1,electronics,531
17764,33,2015,4,home appliances,829
17765,72,2014,4,home appliances,618
17766,234,2017,4,home appliances,860
17767,248,2016,2,digital,775
17768,174,2015,3,sports items,857
17769,11,2018,3,sports items,417
17770,205,2016,4,home appliances,238
17771,186,2018,4,home appliances,672
17772,125,2015,2,digital,708
17773,23,2018,1,electronics,560
17774,17,2015,3,sports items,868
17775,9,2016,2,digital,516
17776,77,2017,1,electronics,485
17777,133,2019,3,sports items,526
17778,193,2016,4,home appliances,321
17779,8,2015,2,digital,385
17780,237,2019,3,sports items,906
17781,48,2015,1,electronics,947
17782,29,2015,1,electronics,305
17783,247,2017,4,home appliances,92
17784,121,2016,3,sports items,637
17785,191,2016,3,sports items,502
17786,209,2018,3,sports items,361
17787,139,2014,3,sports items,800
17788,114,2018,4,home appliances,354
17789,33,2015,4,home appliances,678
17790,73,2017,3,sports items,76
17791,7,2017,2,digital,64
17792,249,2019,1,electronics,353
17793,209,2014,1,electronics,587
17794,7,2017,2,digital,461
17795,153,2016,1,electronics,74
17796,82,2018,1,electronics,796
17797,50,2014,4,home appliances,586
17798,14,2015,4,home appliances,267
17799,206,2015,3,sports items,227
17800,90,2015,3,sports items,949
17801,36,2017,1,electronics,285
17802,160,2015,3,sports items,599
17803,87,2015,2,digital,760
17804,170,2018,1,electronics,884
17805,197,2016,4,home appliances,506
17806,218,2016,3,sports items,879
17807,180,2019,1,electronics,395
17808,228,2014,3,sports items,188
17809,72,2014,4,home appliances,595
17810,206,2017,3,sports items,481
17811,77,2016,2,digital,64
17812,13,2015,3,sports items,102
17813,215,2014,2,digital,653
17814,115,2014,2,digital,347
17815,86,2017,3,sports items,492
17816,208,2018,1,electronics,457
17817,117,2018,1,electronics,453
17818,186,2015,4,home appliances,625
17819,216,2015,4,home appliances,812
17820,79,2017,2,digital,773
17821,181,2017,2,digital,192
17822,14,2014,1,electronics,546
17823,200,2019,3,sports items,338
17824,186,2018,4,home appliances,897
17825,16,2019,2,digital,724
17826,105,2018,2,digital,434
17827,88,2015,1,electronics,700
17828,135,2017,4,home appliances,672
17829,53,2016,3,sports items,703
17830,250,2019,3,sports items,53
17831,88,2016,1,electronics,862
17832,51,2017,2,digital,473
17833,28,2014,3,sports items,689
17834,170,2017,2,digital,501
17835,23,2016,3,sports items,252
